wd24cd,outcome,mean
E05009375,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.35021532110748
E05009376,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.2386556722895
E05009377,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.09234519817361
E05009378,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.72045164876164
E05009379,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.1442519269916
E05009380,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.42718900444784
E05009381,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.58319127189426
E05009382,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.82311133154501
E05009383,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.39010812864953
E05009384,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.93371591634432
E05009385,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.56255347879007
E05009386,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.19122238174756
E05009387,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.8789881930768
E05009388,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.04282123025785
E05009389,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.04392958990578
E05009390,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.12648430561251
E05009391,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.98157575690902
E05009392,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.71594289377996
E05009393,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.91069803592672
E05009394,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.35666981092601
E05009395,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.01313784609341
E05009396,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.94308101167085
E05009397,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.97250154485163
E05009398,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.01626392663077
E05009399,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.44435640382209
E05009400,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.95184793005883
E05009401,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.75769152449315
E05009402,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.88234046017659
E05009403,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.16134821758678
E05009404,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.89059766536976
E05009405,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.63045372431702
E05011095,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.72228973411362
E05011096,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.92998900415051
E05011097,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.08497001612189
E05011098,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.741479541676
E05011099,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.969608271338
E05011100,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.28747552104873
E05011101,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.40638720835124
E05011102,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.30219339254702
E05011103,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.52104912873732
E05011104,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.42447891729358
E05011105,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.70000705146963
E05011106,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.57023482110601
E05011107,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.01148621007857
E05011108,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.04359585182748
E05011109,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.29133788578575
E05011110,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.08456857329648
E05011111,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.15357768050331
E05011112,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.41443946421438
E05011113,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.25780874784049
E05011114,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.62059546555572
E05011115,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.28383529386799
E05011116,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.62003878070953
E05011117,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.2342385575186
E05011217,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.3892379987570602
E05011218,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.76036582604651
E05011219,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.93908864762754
E05011220,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.83324466282508
E05011221,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.30299956831015
E05011222,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.17747906602856
E05011223,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.43997715218877
E05011224,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.05629223885483
E05011225,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.13573711789903
E05011226,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.66377027562562
E05011227,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.6207242892863
E05011228,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.17599240732534
E05011229,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.8023318521145
E05011230,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.87617649370514
E05011231,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.04510672928613
E05011232,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.89231182357055
E05011233,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.86610689329062
E05011234,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.47360334309121
E05011235,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.63227637426071
E05011236,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.90867099175817
E05011237,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.87445539461851
E05011238,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.27108264709455
E05011239,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.26822352967015
E05011240,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.6300779653044
E05011241,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.93073187842736
E05011242,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.11897476030873
E05011243,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.0849910908316
E05011244,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.11993318037172
E05011245,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.05808700217538
E05011246,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.3152914944021
E05011247,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.4165466625751
E05011248,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.69852595345654
E05011249,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.30077717505081
E05011250,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.99947827691286
E05011251,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.93548572175244
E05011252,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.2679174016113
E05011253,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.91109448926666
E05011254,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.17536611473858
E05011255,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.47476092377687
E05011462,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.14198263039692
E05011463,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.9385396348652
E05011464,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.68066297210691
E05011465,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.93767004884899
E05011466,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.01161851360093
E05011467,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.77368238696014
E05011468,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.09358500107361
E05011469,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.70743122629712
E05011470,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.58376721077553
E05011471,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.2694332603323
E05011472,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.05110115069375
E05011473,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.07028981475718
E05011474,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.56741227964077
E05011475,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.21522637328093
E05011476,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.26000330110842
E05011477,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.28496521924137
E05011478,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.64826705474385
E05011479,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.22292210877668
E05011480,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.7467347640473
E05011481,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.20501713825013
E05011482,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.11501277385304
E05011483,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.49477571898609
E05011484,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.29411197272172
E05011485,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.3197009462334
E05011486,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.616375002448
E05011487,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.96141787243846
E05011488,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.40812284465053
E05011489,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.00941631501071
E05013496,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.53396063797795
E05013497,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.57091459662981
E05013498,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.64827863073723
E05013499,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.02045389380435
E05013500,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.79643995197384
E05013501,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.93517264796362
E05013502,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.09179766358681
E05013503,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.41883647605645
E05013504,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.57429392448345
E05013505,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.8846289677582
E05013506,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.35328185886317
E05013507,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.41433206073438
E05013508,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.95984513742419
E05013509,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.4781482312714598
E05013510,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.58090147820009
E05013511,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.26540100216831
E05013512,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.525837852091
E05013513,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.77868058915749
E05013514,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.90620907293853
E05013515,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.43087469252668
E05013516,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.27200921812675
E05013517,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.46610472898891
E05013518,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.19540822486609
E05013519,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.14792671740053
E05013520,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.19815916123474
E05013521,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.52125985956365
E05013522,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.40995226187873
E05013523,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.7265462112743
E05013524,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.09289650093809
E05013525,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.79570134602159
E05013526,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.70053129463057
E05013527,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.12073696305735
E05013528,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.58790596102508
E05013529,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.00738581722675
E05013530,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.53125065151292
E05013531,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.31587148847172
E05013532,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.68086035879066
E05013533,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.49725638681816
E05013534,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.29562729156717
E05013535,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.11151740398929
E05013536,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.52738319675859
E05013537,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.83707881591355
E05013538,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.16811282562319
E05013539,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.6413192502659
E05013540,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.11350455242554
E05013541,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.58233052594689
E05013542,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.67629577324908
E05013543,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.72442490870973
E05013544,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.81353284089769
E05013545,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.34426553139201
E05013546,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.23978080272012
E05013547,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.56382477826046
E05013548,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.62941923287676
E05013549,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.78715234537067
E05013550,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.83309390338821
E05013551,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.54502509858021
E05013552,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.36363512756485
E05013553,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.182199178019
E05013554,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.61691151071775
E05013555,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.22112658042026
E05013556,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.75445051139401
E05013557,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.34187283156755
E05013558,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.83032910719224
E05013559,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.65779371497474
E05013560,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.31032842144125
E05013561,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.36572492468696
E05013562,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.52022364105553
E05013563,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.48026190980233
E05013564,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.49797329273012
E05013565,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.00814558554653
E05013566,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.3795359641922
E05013567,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.02055293555989
E05013568,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.49341725018854
E05013569,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.86805696069821
E05013570,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.32116585229067
E05013571,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.11479820535627
E05013572,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.56439843112966
E05013573,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.71598872878928
E05013574,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.06820170216947
E05013575,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.12215856240192
E05013576,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.82620812203813
E05013577,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.49010245925879
E05013578,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.92326794251936
E05013579,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.3735747138707
E05013580,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.89413516273857
E05013581,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.24272780760368
E05013582,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,1.93120622176211
E05013583,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.1492976217301
E05013584,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.07638576900382
E05013585,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.93023044233781
E05013586,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.82831299201763
E05013587,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.92505262193952
E05013588,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.44150525504775
E05013589,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.39417556462375
E05013590,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.90572104047558
E05013591,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.01475910388372
E05013592,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.97808628356645
E05013593,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.3980558117833
E05013594,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.13585642861869
E05013595,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.060927896949
E05013596,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.78751246904201
E05013597,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.96676321084902
E05013598,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.95318268029065
E05013599,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.94254929928894
E05013600,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.51408021274458
E05013601,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.75609332063819
E05013602,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.09500745400464
E05013603,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.43968458686808
E05013604,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.98468878314341
E05013605,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.32772872205245
E05013606,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.39460564495425
E05013607,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.62230383677786
E05013608,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.88882890974601
E05013609,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.04196521677018
E05013610,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.97712089426099
E05013611,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.05721132919688
E05013612,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.10661922905975
E05013613,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.78378470310466
E05013614,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.33333076386095
E05013615,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.80415056850555
E05013616,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.02999687115853
E05013617,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.34240140548477
E05013618,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.44150475031078
E05013619,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.62811048442079
E05013620,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.72129422390254
E05013621,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.78374438032483
E05013622,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.59481910752317
E05013623,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.30442505512171
E05013624,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.71857107069393
E05013625,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.89931790803451
E05013626,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.13037466027741
E05013627,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.14217330294893
E05013628,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.24450938682858
E05013629,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.13968669774628
E05013630,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.16256217531931
E05013631,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.57738755498869
E05013632,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.08767021968193
E05013633,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.67341377185815
E05013634,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.3344772183768
E05013635,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.486694199457
E05013636,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.01020990849705
E05013637,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.01311453468178
E05013638,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.32976122759586
E05013639,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.92227545026324
E05013640,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.39601231097059
E05013641,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.10782823413252
E05013642,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.20439585628021
E05013643,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.51777055237278
