wd24cd,outcome,mean
E05009380,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.49050981761234
E05009381,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.89014116584833
E05009382,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.18705402004982
E05009383,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.25788992611287
E05009384,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.92628721864375
E05009385,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.25095307158524
E05009386,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.12014877146226
E05009387,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.29816007243482
E05009388,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.30594870865712
E05009389,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.6248804813048
E05009390,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.29281129117987
E05009391,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.33232128887957
E05009392,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.22803708371626
E05009393,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.28844555028756
E05009394,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.65690418360854
E05009395,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.59636311653946
E05009396,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.29981164475706
E05009397,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.28653041702714
E05009398,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.2598832866788
E05009399,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.41357258268099
E05009400,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.29753873767517
E05009401,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.29730021409472
E05009402,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.31094096051264
E05009403,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.3126408051843
E05009404,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.28750547779837
E05009405,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.10084013967133
E05011095,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.44349824457827
E05011096,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.60969880778385
E05011097,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.10020848644788
E05011098,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.88089475164133
E05011099,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.63625808002055
E05011100,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.27649714656199
E05011101,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.06540509791048
E05011102,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.56276538603675
E05011103,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.2583867121992
E05011104,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.49228923506682
E05011105,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.78862044674305
E05011106,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.3894936890432
E05011107,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.46292457773218
E05011108,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.06958521945167
E05011109,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.17376887151422
E05011110,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.04393247775529
E05011111,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.39597672879628
E05011112,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.49715398911109
E05011113,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.6912223199338
E05011114,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.41365266519852
E05011115,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.7272936343182
E05011116,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.05565636454748
E05011117,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.15811457791035
E05011217,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.46868502729827
E05011218,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.41028290651819
E05011219,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.45039450828154
E05011220,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.56174363864267
E05011221,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.75724192610493
E05011222,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.63406052707344
E05011223,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.09511904529216
E05011224,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.52681654576127
E05011225,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.76596490307248
E05011226,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.90808405460525
E05011227,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.24714423258017
E05011228,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.2690327432736
E05011229,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.82036626791432
E05011230,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.51676006860076
E05011231,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.53152298793103
E05011232,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.78246132816664
E05011233,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.93703408975279
E05011234,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.64410360069271
E05011235,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.17299667788882
E05011236,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.06454057412323
E05011237,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.6963387664944
E05011238,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.22503651083927
E05011239,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.05485859630631
E05011240,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.11946367073409
E05011241,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.26831727246101
E05011242,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.70705687504108
E05011243,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.12073225508101
E05011244,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.92890489165556
E05011245,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.25311679169084
E05011246,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.57390559863098
E05011247,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.84845118679325
E05011248,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.6194989993511
E05011249,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.20221146067383
E05011250,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.24329853200111
E05011251,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.60764765206211
E05011252,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.24042899531806
E05011253,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.12540876679422
E05011254,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.51537434455172
E05011255,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.84866472858964
E05011462,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.94067536993463
E05011463,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.59778157271125
E05011464,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.54233486994497
E05011465,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.89777514746073
E05011466,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.97697450123035
E05011467,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.03855253287001
E05011468,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.99142962265531
E05011469,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.8374121588787
E05011470,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.04534224068797
E05011471,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.86368344613471
E05011472,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.63293737165976
E05011473,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.88931471695901
E05011474,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.11655532409063
E05011475,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.39924155498544
E05011476,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.58933995900026
E05011477,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.27225954294201
E05011478,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.00666407883649
E05011479,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.38381239416741
E05011480,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.41563442910339
E05011481,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.56953862437281
E05011482,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.50419726447471
E05011483,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.45145264192564
E05011484,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.46045039210337
E05011485,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.36089666633015
E05011486,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.24198616624143
E05011487,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.9559195611745
E05011488,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.07117757401617
E05011489,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.14677623533554
E05013496,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.91402691285349
E05013497,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.25845185311935
E05013498,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.2510821145138
E05013499,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.13064763095307
E05013500,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.1456987843383
E05013501,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.9106389000192
E05013502,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.50624080578638
E05013503,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.02402498901161
E05013504,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.84593288209365
E05013505,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.21368633394925
E05013506,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.5670958371493
E05013507,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.08128881629185
E05013508,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.72385395408942
E05013509,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.11298641116522
E05013510,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.13130056171089
E05013511,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.38170182053857
E05013512,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.71365566225757
E05013513,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.51669149652905
E05013514,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.28026744108519
E05013515,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.07148115712094
E05013516,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.36990677775343
E05013517,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.9048251574075
E05013518,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.20271976664589
E05013519,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.95673672885537
E05013520,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.242215791892
E05013521,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.13675591662169
E05013522,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.22897973357279
E05013523,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.59306938199096
E05013524,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.31404690717342
E05013525,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.21553073470013
E05013526,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,6.13544842798162
E05013527,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.21515980213625
E05013528,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.5927311927368
E05013529,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.6510299761743
E05013530,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.47964414074975
E05013531,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.5151669795748
E05013532,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.30918383973608
E05013533,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.29682312824855
E05013534,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.01906845395646
E05013535,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.82864446627187
E05013536,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.5036583407649
E05013537,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.18458406724939
E05013538,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.65035169568843
E05013539,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.43596765727809
E05013540,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.78003588489126
E05013541,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.79400052767568
E05013542,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.49235371480168
E05013543,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.89060168615831
E05013544,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.08228725339518
E05013545,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.31493474322864
E05013546,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.07438743977254
E05013547,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.34893791925857
E05013548,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.74318052146123
E05013549,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.31311710425523
E05013550,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.293743040004
E05013551,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.96017986844636
E05013552,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.35860670941103
E05013553,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.82029362807634
E05013554,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.31840109970374
E05013555,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.47200532262823
E05013556,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.2618020372122
E05013557,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.53244013900134
E05013558,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.1491472932627
E05013559,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.78085029120877
E05013560,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.06038056332023
E05013561,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.19171933008192
E05013562,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.3086975818012
E05013563,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.2766935481575
E05013564,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.01029663926421
E05013565,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.73224812115696
E05013566,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.7951491273873
E05013567,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.93150586586684
E05013568,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.17433097541333
E05013569,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.19073824061435
E05013570,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.64017183660029
E05013571,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.9002820519933
E05013572,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.74664577407629
E05013573,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.25682165856426
E05013574,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.99161960562783
E05013575,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.55070674926959
E05013576,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.10556829248648
E05013577,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.75771701726986
E05013578,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.66271262461644
E05013579,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.13451206030644
E05013580,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.96360579174416
E05013581,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.15949181260964
E05013582,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.29941124911803
E05013583,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.71184344922381
E05013584,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.51037268323008
E05013585,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.01637679301701
E05013586,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.39399204276794
E05013587,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.53163274936089
E05013588,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.7452935223648
E05013589,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.28419523612662
E05013590,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.0961785639432
E05013591,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.77347118576698
E05013592,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.7806097796492
E05013593,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.99351956457249
E05013594,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.35617774379666
E05013595,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.47540292950097
E05013596,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.54945377005209
E05013597,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.73674938617774
E05013598,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.35103635407515
E05013599,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.78669413071723
E05013600,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.74997614048496
E05013601,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.72209201845045
E05013602,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.67911045461002
E05013603,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.5855505200578
E05013604,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.40439024061335
E05013605,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.23594271276897
E05013606,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.13103861532971
E05013607,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.53649204684143
E05013608,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.78550872746469
E05013609,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.34413542169154
E05013610,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.57695865610794
E05013611,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.31223593822666
E05013612,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.9105470429138
E05013613,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.36106075472786
E05013614,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.88395282347804
E05013615,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.06918116451311
E05013616,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.29030924650178
E05013617,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.17575029895528
E05013618,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.10798688833547
E05013619,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.04655051186478
E05013620,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.31232119343859
E05013621,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.31702362427068
E05013622,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.70917385216762
E05013623,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.93039576265238
E05013624,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.77945410708687
E05013625,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.26911865793034
E05013626,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,5.46411353521726
E05013627,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.54988015415561
E05013628,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.35263188132503
E05013629,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.21218655654442
E05013630,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,2.7266597636837
E05013631,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.89022913428082
E05013632,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.19633433564108
E05013633,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.14689023449742
E05013634,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.11939920690694
E05013635,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.10811927541201
E05013636,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.78326441427711
E05013637,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.7997001611727
E05013638,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.24752926809749
E05013639,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.10517025158747
E05013640,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.29443177095775
E05013641,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.59753118413336
E05013642,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,4.61113644352371
E05013643,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,3.94464707292748
